,title
1388,[포토] 프로농구단 연고지 협약식 농구공 들고 기념촬영하는 홍준표 장
1389, 동구청 '2022 막걸리문화축제' 개최
1390,한국가스공사· 19일 1년만에 연고지 협약식 진행
1391, 중구청 ' 빛낸 예술가 가을여행' 마련
1392,‘ 군부대 통합이전’ 상주·영천도 유치 의사
1393, 치매극복의 날 기념식 개최
1394,교육청 직업교육 박람회 '특·마' 페스티벌 20일 개최
1395,[현장인터뷰] 취수원 이전 합의 배경은?…권기창 안동장
1396, 동구 24~25일 ‘막걸리문화축제 IN BULLODONG’
1397, 기초의원 추석 인사 현수막 8개 훼손한 50대 '벌금 50'
1398,' 두류 스타힐스' 공급 '서희건설'의 자부심
1399,[경매정보]  내당동 삼익뉴타운아파트
1400,' 두류 스타힐스' 공급 '서희건설'의 자부심
1401, 'ABB 전략포럼' 개최
1402,분위기 반전 FC 33R 최고의 경기 만든 최고의 팀
1403, 중부경찰서 마음으로 안전골목 조성사업 완료
1404,서 원룸 건물 화재…20대 여성 부상
1405, 영남이공대 안지랑 곱창골목과 함께하는 상생 축제 성료
1406,형무소 사적에서 열린 광주·전남 독립운동가 추모식
1407, 중구 '2022 스트리트모터페스티벌' 개최
1408,"""신천을  대표 여가공간으로""… '신천수변공원화' 추진"
1409, 수성구 조정대상지역 해제…경북 포항 남구도 풀려
1410, 수성구 조정대상지역 해제…경북 포항 남구도 풀려
1411,[류태형의 객석에서]가자 음악제의 도 와 부산으로
1412,운문댐·가창댐 저수율 정상 회복… 20일부터 식수 이용 가능
1413," ""치매극복에 앞장선다"""
1414,교육청 학교주변 유해업소 점검ㆍ단속
1415,문화예술회관 '2022 올해의 중견작가'전 개최
1416,[] 국제오페라축제 23일 '투란도트'로 화려한 개막
1417,교육청 직업교육박람회 “특ㆍ마 페스티벌에서 진로 적성 찾아보자”
1418,[경북 조간 헤드라인]
1419,[오늘의 날씨]·경북(16일금)…흐리고 낮 최고 30도
1420,'조정대상지역' 벗어난  수성구·포항 남구 숨통 트나
1421, 10미(味) 알릴 K트롯 가요 ‘의 맛!’ 음원 출
1422, 학교 밖 청소년 2022년 검정고 97.8% 합격!
1423,경북· 20일부터 기온 '뚝'…낮 최고기온 20~24도
1424, 동구청 치매우수기관 보건복지부 장관 표창 수상
1425,홍준표 장 민 수돗물 원수 공급처 가창댐 등 현장 점검
1426,안실련 '어린이보호구역 교통안전설 지도점검 필요'
1427,문화예술진흥원 초대 원장 공모 재공모
1428,2022 ×청년 소셜리빙랩 최종공유회 개최
1429,메가젠임플란트 에 제2공장 설립한다
1430,프로농구 가스공사 이젠 찐팀!…1년만에 연고 협약
1431,경남도립거창대학-보건대학 원격교육 활성화 업무협약 체결
1432, 수성구 황금 다함께어울림센터 설계당선작 선정
1433,최계란선생 아리랑축제 성황
1434,"서 전국도교육감협의회 총회···전교조 등 ""대입제도 개편""목소리"
1435,[태풍 '난마돌'] 북상하는 태풍····경북 오후부터 비
1436,영진전문대 행복한미래재단과 교육협력 협약 맺어
1437,[날씨] ·경북 오늘 밤까지 강한 바람…내일 기온 뚝↓
1438, 동구보건소 치매 우수기관 '보건복지부 장관 표창' 수상
1439,경북 의원들 비협조로 새해 첫날 '군위  편입' 물 건너가나
1440, 집값 하락 폭 '전국 3위'…전국적으로 하락세 지속
1441,소방 준비 없는 산행은 위험···산악사고 주의 당부
1442,"""결혼에서 육아까지…""  베이비·키즈박람회 15일 개막"
1443,의회 교통공사 사장 인사청문회 개최
1444,장로합창단 10월 20일 창단 38주년 기념연주회
1445, 신천 수변공원화 사업 추진…2030년까지 5890억 투자
1446, 제4차 항공정책 기본계획에 국가항공정책 대전환 건의 계획
1447, 부스 홍보하는 양준혁
1448,조성숙 계명대 교수 사회복지대상 수상
1449," 민간위탁사무 구조조정‥""정혁신 2단계"""
1450,[동정] 조재구  남구청장 '앞산 휴(休) 인문학 콘서트' 참석
1451, 3699명 코로나19 확진…사망자는 4명
1452,[브리핑 ]  치안 안심 홈세트 지원으로 더 안전하고 촘촘하게 만든다
1453,이만규 의회 의장 인사권 독립 행… 국장급 3급 신설 추진
1454,공대 헤어디자인과 창업동아리 왁싱 프로그램 교육
1455,FC FC서울 상대로 3-0 승리
1456,국제식품산업전 달빛동맹 교류의 장으로
1457,부산합동양조 생탁 ‘국제식품산업전’ 참가 22일부터 4일간 개최
1458,"민주당 당 ""청 후적지 매각하고 신청사 짓는 건 문제"""
1459,서 음주운전 차량 분식점 돌진…7명 부상
1460,서 음주운전 차량 분식점 돌진…7명 부상
1461, 운문댐 등 저수율 회복으로 수계 정상화
1462,[동정] 홍준표 장
1463,한국농업기술진흥원 “국제식품산업전 끝나도 참여 기업 지원은 계속된다...
1464,한의대 향산 변정환 명예총장 초청 특강 실
1465,한의대 치유도우미견과 함께하는 '청소년 심성개발프로그램' 운영
1466, 감염병 예방수칙 준수 당부
1467,한국부동산원-경찰청 범죄 피해자 지원 업무협약
1468, 수성경찰서 홍보대사 박규리와 악성 사기 근절 홍보
1469,배광식  북구청장 KoCACA특별공로상 수상
1470,"우리복지민연합 ""정순천 행복진흥원 원장 내정자 철저한 감해야"""
1471, '취약계층 비대면 아동급식지원 플랫폼' 구축
1472," ""통합신공항 2035년 민간전용 제2활주로 추가 건설""(종합)"
1473, 동구여성 행복아카데미 개최
1474,근대기  문화예술인들 활동상 재조명
1475,'의 아들' 이찬원 수성못 페스티벌 출격..가을밤 찬또에 빠져보세요♡
1476,"두산로보틱스 에 남부지사 설립…""영남권 영업 총괄"""
1477,의회 의정활동 핵심가치 담은 새 슬로건 선정
1478,'고재현-세징야-이근호 연속골'  안방서 FC서울에 3-0 승리
1479, 북구 ‘금호강바람소리길축제’
1480, 북구 ‘금호강바람소리길축제’
1481,'고재현-세징야-이근호 연속골'  안방서 FC서울에 3-0 승리
1482,[날씨] ·경북 최저 10도 안팎…큰 일교차 유의
1483, 2022년 대학생 학자금대출 부담경감 지원사업 추진
1484,베스트안과의원 적십자사 ‘희망을 전하는 나눔병원’ 가입
1485,교육청 전국체전 출전 선수 응원과 격려
1486,[동정] 배광식 북구청장
1487,DGB은행 동행 도락 나눔 행사 진행
1488, 초교 어린이보호구역 전수 조사서 설 관리 부실·미설치 '607건' 확인
1489,23일 0 기준 경북 3063명 신규 확진
1490,GS건설  ‘대명자이 그랜드티’ 1501가구 10월 분양
1491,DGB은행 지역민과 함께하는 동행 도락 나눔
1492,'우승할 준비됐다 아이가!'… ' 사나이' 조민규 고향서 우승샷 날린다
1493, 5400억 원 들여 금호강 주변 개발
1494,[화촉]조현도( 광명교회 장로) 아들 24일 결혼
1495,보건대-경남도립거창대 대학원격교육지원 활성화 '맞손'
1496,"이강철 감독 박영현의 완벽투에 매료됐다 ""올 즌 최고"" 엄지 척! [오!쎈 대..."
1497, 배달앱 연계 결식아동 급식지원 추진
1498,대·영남이공대·보건대·영남대 [대학소식]
1499," ""신천을 스마트 고품격 수변공원으로 바꾼다"""
1500, 배달앱 연계 결식아동 급식지원 추진
1501,홍준표 장 고산정수장 찾아 '맑은물 하이웨이' 구상
1502,홍준표 장 가창댐 등 권 댐 방문
1503,교육청 특ㆍ마 페스티벌 직업계고 진학 정보 한눈에
1504,영진전문대·보건대·가톨릭대·수성대 [대학소식]
1505, 달서구 2022 찾아가는 달서 반려동물 문화교실 운영
1506,의회 ‘홍준표 채무 감축’ 제동···718억 규모 기금 폐지 보류
1507,[설왕설래]홍준표·이재하 상의회장 '불화설' 계속되나?
1508," ""무료 인플루엔자 예방접종으로 트윈데믹 대비"""
1509,전원주택 박람회 '2022 경향하우징페어' 개최
1510, 서구 ‘자랑스러운 구민상’에 최병일 ·윤정희 씨
1511," 민주노총 하반기 투쟁 선포…""반민생 반노동 정책 반대"""
1512,계명대 동산병원 서문장 상인 및 이용객 대상 무료 의료상담 실
1513,소방 영남권역 119특수구조단 등 통합대응훈련 실
1514, 달성군 2022년 찾아가는 자원봉사대학 개최
1515,홍준표 장 고산·매곡 정수장 방문해 현황 파악
1516,[오늘의 날씨]·경북(17일토)…오후부터 흐리고 낮 최고 32도
1517, 달서구 전통장 공동브랜드 개발지원사업 업무협약
1518, 동구청 신숭겸 뮤지컬 공연 개최
1519,방송인 유인경  동구 여성행복아카데미서 명사특강
1520, 기업 원자재 수입해 납품…'고환율'에 수익성 악화 가속
1521,두산로보틱스 에 남부지사 설립...영남권 영업력 강화
1522,-광주 청년들 광주청년주간 함께 빛낸다
1523,방송인 유인경  동구 여성행복아카데미서 명사특강
1524,·포항·경주·광양·여수가 위험하다
1525,국민의힘 신임 원내대표에  출신 5선 주호영…원내대표만 세번째
1526,액티브니어박람회 10월22일 개막…웰에이징 실현
1527,[오늘의 경기] 프로야구= kt-삼성()
1528,칠곡군 민간단체  지역 군부대 유치 나서
1529,태풍 '난마돌' 최근접 기  오전 11·포항 낮 12 예상
1530,[오늘의 경기] 프로야구= kt-삼성()
1531,교육청 방글라데 교원 초청 교육정보화 연수 실
1532, 펙스코(FXCO) 대학생 패션작품 전회 개최
1533,를 '글로벌 내륙수변도'로 만든다…금호강 개발
1534,운문·가창댐 저수율 정상 회복… 20일부터 수계 환원작업
1535,"""감받기 싫다""…의정 모니터링 제안에  서구의회 반대"
1536,김재훈 교통공사 운행관리원 응급조치로 생명 구해
1537, 2022 ABB 전략포럼 개최
1538,도개발공사 업무직·기술직 신입 9명 공개채용
1539,"김상수 오른쪽 팔꿈치 통증으로 6회 이재현과 교체...""선수 보호 차원"" [오!..."
1540,"김상수 오른쪽 팔꿈치 통증으로 6회 이재현과 교체...""선수 보호 차원"" [오!..."
1541,"[의원 상임위원장] (6) 김재우 문복위원장 ""말보다는 행동! 먼저나서는..."
1542,'골·골·골'  정규리그 최종전서 강등권 탈출
1543,송석균 가톨릭대병원 교수 하반기 ‘생애 첫 연구사업’ 선정
1544, 중구 문화재 야행 공모 7년째 선정돼
1545,진짜웨딩박람회 10월 1~2일 개최
1546, 미래 ABB 산업 발전 방향 논의
1547,[소식] 농협경주교육원 경주 현곡면에서 태풍피해복구 지원 등
1548,행복페이 올해 예산도 모두 소진…연말까지 충전 안돼
1549,DGB은행 많이 쓰는 5개 영역 할인 집중…'DGB i' 카드 출
1550, '금호강 르네상스'···환경 단체 반발
1551, 아파트 매매가격 44주째 하락
1552,가스공사 와 19일 연고 협약식 맺는다
1553,보건대학교 안경광학과 국내 안경학 교육자의 산실로 자리매김
1554,"[속보]경찰청 ""북구 실종 정장원(82)씨 찾습니다"""
1555,"TK 찾은 안철수 ""정권 창출에 가장 헌신한 곳이 경북"""
1556,칠곡군 민간단체  지역 군부대 유치 나서
1557,[동정] 홍준표 장
1558, 수성구 동구 북구지역 운문·가창댐 물 공급 재개
1559,보건대학교 경남도립거창대학과 대학원격교육지원 활성화 맞손
1560, 동구청 2022년 제7회 최계란선생 아리랑축제 개최
1561,영남이공대 교육청 일학습병행 우수협력기관 선정
1562, 동구보건소 보건복지부 장관 표창
1563,제1회  학교 밖 청소년 진로박람회 개최
1564,문화예술진흥원장 적임자 없어 재공고
1565, 중구 문화재청 문화재야행 공모사업 7년째 선정
1566,법원 ' 서구 재개발 정비사업조합 사무실 앞 장송곡 금지' 가처분 일부 ...
1567,장애인체육회 장애인스포츠강좌이용권 활성화 워크숍 개최
1568,'2022 예술제' 21일 개막…예술상 대상에 류형우·장유경
1569, 배달앱과 연계한 아동급식지원 플랫폼 구축 착수
1570,'2022 예술제' 21일 개막…예술상 대상에 류형우·장유경
1571,태풍 ‘난마돌’ 강타  안전조치 2건…인명피해 없어
1572,보건대 예비 언어재활사 선서식 개최
1573,"강민구 민주당 당 위원장 ""홍준표 장 불통·오만"" 혹평"
1574,"국방부 장관 "" 군부대 이전 적극 검토"""
1575,경북연구원 해산 절차…'정책연구원' 설립 추진
1576,예총 선정 ‘2022 예술대상’ 류형우·장유경 씨 수상
1577, 달성 사문진에서 피아노 100대가 공연...소프라노 황수미 등 유명 음악가...
1578,[포토] 선수들을 따르는  경북 골프팬들
1579,"우동기 가톨릭대 총장 퇴임 미사 ""모든 일원 헌신·희생 매순간 감동"""
1580,KT&G 상상유니브  MZ페스티벌 참가자 모집
1581,민단체 “ 인권위원회 폐지 철회해야”
1582,'2022 ×청년 소셜리빙랩' 최종 공유회 개최
1583, 2477명 경북 2515명 신규 확진
1584,[포토] 선수들을 따르는  경북 골프팬들
1585, 경상감영 내년부터 복원 추진
1586, 초보 수출기업 해외 진출 지원
1587, 학교 냉·난방기 3대 중 1대는 교체 주기 넘겨
1588,열아홉번째 국제오페라축제 23일 개막
1589,제22회 국제식품산업전 개최
1590, IB 교육 발전 모색… 올리 페카 헤이노넨 IB 본부 회장  방문
1591, 불로동서 ‘막걸리 축제’ 열린다
1592,[동정] 조재구 남구청장
1593,도개발공사 신입사원 9명 공개 채용
1594,"민주노총 지역본부 ""윤석열 정부 반노동 정책 멈춰야"""
1595,청년이여 로 욜로온나!
1596,"""살려달라"" 외쳤는데 조르기 기술로 학대...체고 유도부 코치 '집유'"
1597,살아남겠다는  FC의 '3골' 약속
1598, 신청사 건립계획 변경 의회 공방…소통없는 일방 추진 반발
1599,의회 이만규 의장 ·도의회 '3급 직위' 신설 건의
1600,‘주말 영향’  942‧경북 1084명 신규 확진(종합)
1601," ""대학생 학자금대출 부담 덜어드립니다"""
1602," ""클릭 한 번으로 여행 떠나요"""
1603, 동구청 ' 동구 여성행복 아카데미' 개최
1604, 1920~1940년대 문화예술 자료 발굴
1605,LPG조합 태풍 피해 포항에 가스용품 1천만원 '쾌척' 
1606,의회 제295회 정례회 개최·73개 안건 심의
1607,행복진흥사회서비스원 정순천 전 의원 내정… '설왕설래'
1608,의회 '통합신공항 건설 사업‧트램 백지화' 본회의 정질문 나서
1609,DGB銀 중구 지역민과 함께하는 ‘동행 도락’ 나눔 행사
1610, 동구청 '여성 행복아카데미' 개강
1611,서 만취 40대 운전 차량 상가 돌진...7명 다쳐
1612,"노동계 ""생활임금 급 1만원 대… 하루빨리 행해야"""
1613, 중부서 '마음으로(路) 안전골목' 사업 완료
1614,태풍 '난마돌'에 의한 ·경북(포항·경주)지역 큰 피해 없었다
1615,경북 9월 아파트 분양장 더 악화 전망
1616, 경상감영 복원 사업 내년부터 본격화·국비 74억 반영
1617, 30일부터 콘텐츠페어
1618,도개발공사 신입사원 9명 공개 채용
1619,제1회  학교 밖 청소년 진로박람회’ 이달 20 21일 개최
1620,경북통합신공항 활주로 3.8km로 추진...중남부권 중추공항으로의 청사진 ...
1621,"민단체 "" 앞산 모노레일 사업 전면 백지화해야"""
1622, 2612명‧경북 2080명 신규 확진…사망자 7명 늘어(종합)
1623,의회 15일 임회 개회…9대 첫 정질문·민생 조례안 처리
1624, 출향 청년에 귀환 채널 구축사업 홍보
1625,[부동산Info]  호반써밋 더 센트럴 분양 예정
1626,의회 도개발공사 사장 후보자 인사청문회 실
1627, 정책연구원 설립·경북연구원 해체
1628,[오늘 날씨] ·경북 맑고 선선…낮 최고 25도
1629,제19회 국제오페라축제 화려한 개막…개막작 '투란도트' 23~24일 공연
1630, 정책연구원 설립·경북연구원 해체
1631,제19회 국제오페라축제 화려한 개막…개막작 '투란도트' 23~24일 공연
1632,홍준표 장 고산정수사업소 등 방문
1633, 효목1동 주민자치위원회 일마이스터고 견학
1634,환경공단 성서소각장 인근 주민과 소통간담회
1635,교육청 초교 현장 찾아 피드백 중심 학생평가 컨설팅
1636,청년정책네트워크 광주청년주간 참가… 코로나19로 주춤했던 달빛교류 청...
1637,의회 15일부터 정례회 열고 추경안 등 심사
1638,두산 로보틱스  거점으로 남부지역 공략 본격화
1639, 소방 단풍철 산악사고 주의 당부
1640,보훈청 제대군인 중장비운전실무 과정 작
1641, 소방 단풍철 산악사고 주의 당부
1642,""" 신천에서 어린이 수영대회 열겠다"""
1643,의회 공공설관리공단 이사장 인사청문회 실
1644,이종화  경제부장 빅데이터분석경진대회 상식
1645,TBC)군위  편입안 소위 상정 또 불발
1646,보건대 보건행정학과 대학축제서 절주캠페인 전개
1647,전국 무역수지 적자에도 경북 수출 흑자 내
1648,[트래블투데이] 제19회 국제오페라축제 오페라 <투란도트>로 화려한 개막...
1649, 3699명 확진…사망자 4명 추가
1650,[B tv 뉴스]-의회 ‘허니문’ 끝 ‘힘겨루기’ 작
1651,보건대 축제기간에 절주 캠페인
1652,의회 제295회 정례회 개회
1653, 달서구 성당동 복지사각지대 발굴 홍보 캠페인 실
1654, 북구 금호강변… '新풍류 문화 찬또배기 이찬원 공연' 즐겨
1655,교육청 국제 바칼로레아(IB) 본부 회장단  방문
1656, 학교 밖 청소년 검정고 97.8% 합격
1657, 로즈마리병원 21일부터 독감 예방접종
1658,보건대-경남도립거창대 대학원격교육지원 활성화 위한 협력
1659,""" 인권위원회 폐지는 퇴행적인 행정"""
1660,제9대 의회 첫 정례회 돌입…73개 안건 심의
1661,사이버대학 ‘2022 DCU 가을 페스티벌’ 개최
1662,FC 내달 1일부터 파이널라운드 돌입…살떨리는 강등권 경쟁
1663,고산·매곡정수사업소 찾은 홍준표 장
1664,""" 인권위원회 폐지는 퇴행적인 행정"""
1665,전경원 의원 '자유대한민국희망연대 대상'서 수상
1666,가톨릭대 '2022 DCU  리크루트 투어'
1667,DGB은행 ‘즐겨 쓰는 5개 영역 할인’ DGB i 카드 출
1668, '청년 귀환 채널구축 사업' 수도권 사업설명회 성료
1669,거액의 '외환 이상 거래'…지검 우리은행 본점 압수수색·전 지점장 구속...
1670,오늘 '를 부르다' 라디오콘서트
1671,<사>한국아동문학회 지회  팔공산서 정기세미나 가져
1672,[동정] 홍준표 장 고산정수사업소·매곡정수사업소 현장방문
1673,영진전문대학교 행복한미래재단과 교육협력 맞손
1674,DGB은행 중구 지역민과 함께하는 '동행 도락' 나눔 행사 진행
1675,도개발공사 신입사원 9명 공개채용
1676,부채 청산 위한  기금 폐지에 의회 제동 걸어
1677,가스공사 페가수스 와 연고 협약 체결… 홈경기 50% 할인
1678, 주요사업 10건 국비 반영 요청
1679, 한국가스공사 페가수스의 새 유니폼
1680,[동정] 류한국  서구청장
1681,산업부 수출현장지원단 서 첫 간담회…매주 수요일 전국 순회
1682,[속보]  서구 82세 남성 정장원씨 실종
1683,[태풍 ‘난마돌’] ·경북 저녁까지 매우 강한 바람
1684,프로농구 한국가스공사 창단 1년 만에 와 연고 협약
1685,과학대 재학생 '한별스터디그룹' 프로그램 운영
1686,의회 정명섭 도개발공사 사장 후보자 청문회…넉 달 새 두 번째
1687,보건대-경남도립거창대학 대학 원격교육 지원 업무협약 체결
1688, 제8회 청년주간 개최
1689,8월 ·경북 취업자 7만 명 증가… 증가폭 둔화
1690,[심층] 혹나 했지만 역나···'주객전도' 의회 정질문
1691,[고침][설왕설래]홍준표·이재하 상의회장 '불화설' 계속되나?
1692,의회 '행동하는 정책의회로 거듭난다'…정책연구위원회 위원 위촉
1693,한국장애경제인협회 경북지회 경영개선 무료지원
1694,·경북 학생디자이너 패션작품 전
1695,·경북 이랜드리테일 '가을맞이 실속가 대전' 행사
1696,'110도 폴더 인사' 눈물 글썽이던  9330명 앞에서 서울 3대0 제압
1697,"' 이슬람사원 건립 갈등' 건축주 최종 승소…""환영"" ""유감"" 엇갈린 반응"
1698,배달앱·편의점 할인 집중 은행 DGB i 카드 출
1699,메가젠임플란트 에 제2공장 설립
1700, 아파트 전세가격 역대 최대 하락 폭 기록
1701, 분양·입주장 한파 지속...주택 미분양 사태도 갈수록 심화
1702,조성숙 계명대 교수 사회복지대상 수상
1703,[20일 오늘의사건사고]  남구 봉덕동서 볼보 승용차 분식점 충돌사고 등
1704,홍준표 장 국제오페라축제 개막식
1705, 군부대 이전 가속 조만간 관·군 협의체 구성
1706,두산로보틱스 에 남부지사 설립…영남권 영업력 확대
1707,"""규제지역 해제 효과 없다""…'미분양 무덤'  뒷북 규제 완화에 '냉랭'"
1708, '2022 ABB 전략포럼' 개최..ABB 산업 발전 방향 논의
1709, 우진엘리베이터 ‘씀씀이가 바른기업’ 가입
1710, 우진엘리베이터 ‘씀씀이가 바른기업’ 가입
1711,[동정] 강은희 교육감
1712, 서구문화회관 마토콘서트 '비상' 공연
1713,지역 올 추석 전년 대비 절도·교통사고 줄고 112신고 증가
1714," ""통합신공항 2035년 민간활주로 1본 추가건설 추진"""
1715,민노총본부 24일 '전국동다발 지역 노동자대회' 개최
1716,를 글로벌 내륙 수변도로
1717, 무료 인플루엔자 예방접종 실
1718, 달성교육청 학교급식 위생점검 나서
1719,한의대 평생교육원 인체정화 프로젝트 1기 교육생 모집
1720,한의대 평생교육원 인체정화 프로젝트 1기 교육생 모집
1721,서 음주운전 승용차 분식점 들이받아 7명 부상
1722,DGB금융그룹 향후 3년간 경북 취약계층에 7조4천억 금융지원
1723,보건대 예비 언어재활사 선서식
1724,DGB은행 '즐겨 쓰는 5개 영역 할인' DGB i 카드 출
1725,군위군수 임이자 경북도당위원장에  편입 협조 당부
1726, 'ABB 전략포럼' 개최... ABB 산업 발전 방향 논의
1727,'올해 준우승 3회' 조민규 고향 에서 KPGA 첫 우승 도전 [DGB금융그룹 오...
1728,GS건설 에 '대명자이 그랜드티' 10월 분양 예정
1729,지검 수천억원 외환거래 유령법인 운영자 3명 체포
1730,변화 기대감  중구 '호반써밋 더 센트럴' 9월 분양 예정
1731,DGB은행 '즐겨 쓰는 5개 영역 할인' DGB i 카드 출
1732,일교차 큰 가을 날씨 ·포항 낮 27도
1733,도개발공사 신입사원 9명 공채 진행
1734, 중구청과 함께하는 '2022년 청년의 날'
1735,부동산원-경찰청 사회안전망 구축 맞손
1736,지검 '불법 외화 송금' 우리은행 본점 압수수색
1737,보건대 예비 언어재활사 선서식
1738,에너지공단 경북본부 취약계층 보금자리 지원
1739,교육청 만학도 화집 '세상에서 가장 아름다운 ' 발간
1740,교육청 만학도 화집 '세상에서 가장 아름다운 ' 발간
1741,[뉴스+] ·경북 신공항 활주로는 2+1?
1742,DGB은행 비대면 결제 활성화 및 생활 편의 업종 'DGB i 카드' 출
1743,가톨릭대-경산 'DCU하양아트센터' 건립 협약 체결
1744, 달서구 성서산업단지 입주기업 현장탐방
1745,제주 진성욱 전 퇴장 징계 사후 감면…강원전 출전 가능
1746,벤처기업협회 인사이트포럼 '10월 6일  개최'
1747,가톨릭대학교병원 송석균 교수 과학기술통신부 지원 '생애 첫 연구사업'...
1748,가 낳은 아동문학가 윤복진 소장품 기증…일제강점기 문화예술의 재발견
1749,서 다세대주택에 화재 주민 1명 부상
1750,-가스공사 페가수스 농구단 연고 협약 진행
1751,서 다세대주택에 화재 주민 1명 부상
1752,농협 태풍 피해 외국인 가정 농가 복구 지원
1753, 상수도사업본부 20일부터 순차적으로 원래 수계(운문·가창댐)로 환원
1754,경일대 청년창업사관학교 '청년기업가 마인드 업 네트워킹 데이' 진행
1755, 중구 문화재야행 내년에도 열린다
1756, 북구 ‘금호강바람소리길 축제’ 개최
1757,·경북 노란 우산 고객권익 보호 위원회 설치
1758,소방 민안전테마파크 전국 첫 '안전 MBTI' 도입
1759, 달서구 빌라 3층서 불…1명 부상 
1760,‘보카바카’ 더현대 서 월 매출 1억 달성
1761,과학대 '한별스터디그룹' 프로그램 운영
1762,"""사는 분 고향으로 돌아오세요"""
1763,이만규 의회 의장 17개 도의회 3급 직위 신설 건의
1764,한의대 2023학년도 수 마감...경쟁률 6.7 대 1
1765,[오늘 날씨] ·경북 선선한 가을날씨…큰 일교차
1766,[기상청 경북 날씨] 고기압 영향 구름 많음... 낮 최고기온 25도
1767,‘꿈을 향한 비상’  학교 밖 청소년 진로박람회 개최
1768,영남이공대 교육청 일학습병행 우수협력기관 선정
1769, 경북통합신공항 민간공항 청사진 제
1770, '금호강 르네상스' 글로벌 내륙수변도로 전환
1771,영남이공대 교육청 일학습병행 우수협력기관 선정
1772,[동정] 윤석준  동구청장
1773,"의회 ""급히 추진되는 정 수정 보완 필요"""
1774,홍준표 장 250만 장으로 기득권 카르텔 제거 체인지  추...
1775, 호반써밋 더 센트럴이 이달 분양 예정
1776,농협 임직원 태풍 피해 외국인 가정 농가 복구 지원
1777,"""가톨릭대의 발전 기원… 앞으로도 열심히 뛸 것"""
1778,참여연대 “문기봉 내정자 부동산 많아 도로공사 임원 탈락” 지적
1779,'반도체 학과' 인기 수서 증명…경북 지역大 신설 '착착'
1780, 동구 여성행복아카데미 개최
1781, 중구정신건강복지센터 청년주간 캠페인 실
1782,[심층] 추락하는  부동산 장···경매 장도 하락세
1783, 보건환경연구원 유치원·학교 급식 먹거리에 대한 안전성 검사
1784,[부고] 우상현( 더블유병원장)씨 장모상
1785,의회 제295회 정례회 개회
1786,국제 바칼로레아 헤이노넨 회장 “ IB 교육 굉장했다”
1787,가톨릭대 교내 취창업관서 '2022 DCU  리크루트 투어' 개최
1788, 2021명 경북 2174명 코로나19 신규 확진
1789,22일부터 청년·신혼부부 매입임대주택 4천630호 모집… 452·경북 94호 ...
1790,22일부터 청년·신혼부부 매입임대주택 4천630호 모집… 452·경북 94호 ...
1791, 2955명 신규 확진…지난주 같은 요일 대비 20% 감소
1792,22일  달서구 빌라 3층 화재…전날에는 자동차검사장에 불
1793, 계명문화대 이미용 플러스 컨설팅 지원사업 수료식 개최
1794,‘돌싱글즈3’ 이소라♥︎최동환  첫 데이트였는데..“다 들켜서 집 데이...
1795,DGB은행 즐겨 쓰는 5개 영역 10% 할인 ‘DGB i 카드’ 출
1796,장 관사 지출 비공개에 행정소송
1797,가톨릭대학교병원 송석균 정형외과 교수...과학기술통신부 지원 '생애 첫...
1798,제1회  학교 밖 청소년 진로박람회 개최
1799,' 맏형' 이근호 집념으로 일군 1호골 '베이비 세리머니' 비하인드
1800, 집중안전점검 설 42.8% 완료
1801, 인플루엔자 무료예방접종 실
1802,'공든탑 무너질라'...교육청 'IB 본부 회장 인터뷰' 기자들에게 연락안해
1803,현풍향교 문묘에서 수성문화원 예절대학생 알묘
1804,·영남 119특수대응단 대규모 사고대응 합동훈련
1805, 급식 지원 카드 '배달앱'에서도 사용
1806, 신천 생태·문화·활력 고품격 수변공원 조성
1807, 중구 ‘ 빛낸 예술가와 함께하는 가을여행’ 공연 펼쳐
1808,교육청 방글라데 교육 공무원 교육정보화 연수 진행
1809,한국교통안전공단 경북본부-ktMOS 남부본부 교통안전 문화 정착 위한...
1810,제3산업단지관리공단 채용박람회 성황
1811,보건대-경남도립거창대학 대학원격교육지원 활성화 위해 '맞손'
1812, 942명 신규 확진…2개월 만에 1천명 미만 기록
1813,도개발공사 신입사원 9명 공개 채용
1814,[동정] 배광식 북구청장
1815,[심층] '국민의힘 싹쓸이' 의회 '거수기' 오명 벗나?
1816,김진열 군위군수 임이자 경북도당위원장 만나  편입 협조 요청
1817,인천 오토바이 날치기범 서 검거
1818, 북구청 2022년 '금호강바람소리길축제' 개최
1819,아토몽드 오상태 대표 한의대 화장품산업협업센터 부센터장 위촉
1820, 북구청 2022년 '금호강바람소리길축제' 개최
1821,아토몽드 오상태 대표 한의대 화장품산업협업센터 부센터장 위촉
1822,보건대-경남도립거창대 대학원격교육지원 활성화 위해 ‘맞손’
1823, '청년 귀환 채널구축 사업' 수도권 사업설명회 성료
1824,DGB은행 중구 지역민과 함께하는 '동행 도락' 나눔 행사
1825,"은행 DGB i 카드 출... ""즐겨 쓰는 5개 영역 할인"""
1826,가톨릭대 우동기 총장 20일 퇴임미사 갖고 임기 마무리
1827,문화예술회관 '2022 올해의 중견작가'展
1828, 통합신공항에 민간 전용 제2활주로 건설 추진
1829,"[포토뉴스] "" 민들께 우승으로 보답"" 市-한국가스공사 프로농구단 연고..."
1830,국제 바칼로레아 본부 회장단 16일  방문
1831,‘보카바카’ 더현대  매장 월 매출 1억 달성
1832, 홍준표 장 가창댐.공산댐.권 댐 방문
